Quantil,Halstead Volume,Cyclomatic Complexity (CC),Lines Of Code (LOC),Microsoft Maintainability Index (MI),Maintainability Index (MI) - calculated
0.98916,1599.7443319999984,10.0,71.0,87.0,35
0.98917,1600.7378041999964,10.0,71.0,87.0,35
0.98918,1601.2932527999883,10.0,71.0,87.0,35
0.98919,1601.95,10.0,71.0,87.0,35
0.9892,1602.028896,10.0,71.0,87.0,35
0.98921,1602.0998562000002,10.0,71.0,87.0,35
0.98922,1602.6072331999967,10.0,71.0,87.0,35
0.98923,1603.9541004000027,10.0,71.0,87.0,35
0.98924,1604.3,10.0,71.0,87.0,35
0.98925,1605.1100199999973,10.0,71.0,87.0,35
0.98926,1605.7652580000026,10.0,71.0,87.0,35
0.98927,1606.4037049999865,10.0,71.0,87.0,35
0.98928,1607.43,10.0,71.0,87.0,35
0.98929,1607.627465799999,10.0,71.0,87.0,35
0.9893,1608.259213999995,10.0,71.0,87.0,35
0.98931,1608.945346000004,10.0,71.0,87.0,35
0.98932,1610.446988000007,10.0,71.0,87.0,35
0.98933,1612.0937690000005,10.0,71.0,87.0,35
0.98934,1613.0592715999992,10.0,71.0,87.0,35
0.98935,1613.26,10.0,71.0,87.0,35
0.98936,1613.8686784000001,10.0,71.0,87.0,35
0.98937,1614.4757712000003,10.0,72.0,87.0,35
0.98938,1615.771792399997,10.0,72.0,87.0,35
0.98939,1616.4757727999938,10.0,72.0,87.0,35
0.9894,1616.52,10.0,72.0,87.0,35
0.98941,1617.5975030000009,10.0,72.0,87.0,35
0.98942,1617.84,10.0,72.0,87.0,35
0.98943,1618.0718795999985,10.0,72.0,87.0,35
0.98944,1619.294998399992,10.0,72.0,87.0,35
0.98945,1620.1245220000017,10.0,72.0,87.0,35
0.98946,1620.2669836,10.0,72.0,87.0,35
0.98947,1621.084670000013,10.0,72.0,87.0,35
0.98948,1621.428693600006,10.0,72.0,87.0,35
0.98949,1622.0608753999848,10.0,72.0,87.0,35
0.9895,1623.5609500000003,10.0,72.0,87.0,35
0.98951,1624.6793997999973,10.0,72.0,87.0,35
0.98952,1625.8234431999945,10.0,72.0,87.0,35
0.98953,1627.0603382000043,10.0,72.0,87.0,35
0.98954,1627.7920331999921,10.0,72.0,87.0,35
0.98955,1627.9854569999982,10.0,72.0,87.0,35
0.98956,1629.32,10.0,72.0,87.0,35
0.98957,1629.4738461999998,10.0,72.0,87.0,35
0.98958,1629.9409136000043,10.0,72.0,87.0,35
0.98959,1630.1785576000007,10.0,72.0,87.0,35
0.9896,1630.7376319999998,10.0,72.0,87.0,35
0.98961,1631.26,10.0,72.0,87.0,35
0.98962,1631.7310808000032,10.0,72.0,87.0,35
0.98963,1632.711870799984,10.0,72.0,87.0,35
0.98964,1633.8482448,10.0,72.0,87.0,35
0.98965,1634.0658629999987,10.0,72.0,87.0,35
0.98966,1634.24,10.0,72.0,87.0,35
0.98967,1634.690311399998,10.0,72.0,87.0,35
0.98968,1635.2598208000047,10.0,72.0,87.0,35
0.98969,1636.1568251999997,10.0,72.0,87.0,35
0.9897,1636.518834,10.0,73.0,87.0,35
0.98971,1636.7287972000008,10.0,73.0,87.0,35
0.98972,1637.7226248000036,10.0,73.0,87.0,35
0.98973,1638.08,10.0,73.0,87.0,35
0.98974,1638.1893627999998,10.0,73.0,87.0,35
0.98975,1638.2959600000013,10.0,73.0,87.0,35
0.98976,1639.5906367999778,10.0,73.0,87.0,35
0.98977,1640.3897068000008,10.0,73.0,87.0,35
0.98978,1640.4895663999998,10.0,73.0,87.0,35
0.98979,1641.2,10.0,73.0,87.0,35
0.9898,1641.61,10.0,73.0,87.0,35
0.98981,1641.7034584000007,10.0,73.0,87.0,35
0.98982,1641.9993384000002,10.0,73.0,87.0,35
0.98983,1643.0604195999972,10.0,73.0,87.0,35
0.98984,1643.590337600006,10.0,73.0,87.0,35
0.98985,1644.1049510000003,10.0,73.0,87.0,35
0.98986,1644.6794919999975,10.0,73.0,87.0,35
0.98987,1644.9946048000083,10.0,73.0,87.0,35
0.98988,1646.0124271999998,10.0,73.0,87.0,35
0.98989,1647.0538136000116,10.0,73.0,87.0,35
0.9899,1647.5777360000006,10.0,73.0,87.0,35
0.98991,1647.9891957999998,10.0,73.0,87.0,35
0.98992,1648.8746943999927,10.0,73.0,87.0,35
0.98993,1649.4462475999992,10.0,73.0,87.0,35
0.98994,1649.7841836000025,10.0,73.0,87.0,35
0.98995,1650.0556680000002,10.0,73.0,87.0,35
0.98996,1650.864391199996,10.0,73.0,87.0,35
0.98997,1651.5485509999983,10.0,73.0,87.0,35
0.98998,1651.5750711999997,10.0,73.0,87.0,35
0.98999,1651.59,10.0,73.0,87.0,35
0.99,1651.7468,10.0,73.0,87.0,35
0.99001,1653.6445759999938,10.0,73.0,87.0,35
0.99002,1654.9469283999913,10.0,73.0,87.0,35
0.99003,1656.3456965999997,10.0,73.0,87.0,35
0.99004,1659.2226080000028,10.0,73.0,87.0,35
0.99005,1660.0278689999986,10.0,73.0,87.0,35
0.99006,1660.29,10.0,73.0,87.0,35
0.99007,1660.9871556000016,10.0,73.62254000001121,87.0,35
0.99008,1661.406009600001,10.0,74.0,87.0,35
0.99009,1662.3696331999975,10.0,74.0,87.0,35
0.9901,1664.6959519999941,10.0,74.0,87.0,35
0.99011,1665.4803360000112,10.0,74.0,87.0,35
0.99012,1666.0,10.0,74.0,87.0,35
0.99013,1666.97,10.0,74.0,87.0,35
0.99014,1667.2490479999792,10.0,74.0,87.0,35
0.99015,1667.6518489999996,10.0,74.0,87.0,35
0.99016,1667.7990672000012,10.0,74.0,87.0,35
0.99017,1669.6350122000022,10.0,74.0,87.0,35
0.99018,1670.422873600004,10.0,74.0,87.0,35
0.99019,1670.6,10.0,74.0,87.0,35
0.9902,1671.6213319999995,10.0,74.0,87.0,35
0.99021,1672.5246096000005,10.0,74.0,87.0,35
0.99022,1673.1612520000087,10.0,74.0,87.0,35
0.99023,1673.6653270000104,10.0,74.0,87.0,35
0.99024,1674.293504000009,10.0,74.0,87.0,35
0.99025,1675.2073349999948,10.0,74.0,87.0,35
0.99026,1676.3430459999856,10.0,74.0,87.0,35
0.99027,1676.9591229999985,10.0,74.0,87.0,35
0.99028,1677.4041856000224,10.0,74.0,87.0,35
0.99029,1678.5889366000008,10.0,74.0,87.0,35
0.9903,1679.45,10.0,74.0,87.0,35
0.99031,1680.233982,10.0,74.0,87.0,35
0.99032,1680.4563951999992,10.0,74.0,87.0,35
0.99033,1681.4165040000064,10.0,74.0,87.0,35
0.99034,1681.7394220000058,10.0,74.0,87.0,35
0.99035,1683.8493420000036,10.0,74.0,87.0,35
0.99036,1684.8856375999978,10.0,74.0,87.0,35
0.99037,1685.6730623999983,10.0,74.0,87.0,35
0.99038,1686.2628868000259,10.0,74.0,87.0,35
0.99039,1687.587320400002,10.0,74.0,87.0,35
0.9904,1688.2261599999993,10.0,74.0,87.0,35
0.99041,1689.6445281999968,10.0,74.0,87.0,35
0.99042,1690.4521051999968,10.0,74.0,87.0,35
0.99043,1691.139076000005,10.0,74.0,87.0,35
0.99044,1692.0108504,10.0,74.0,87.0,35
0.99045,1692.2837350000036,10.0,74.0,87.0,35
0.99046,1693.3498616000031,10.0,75.0,87.0,35
0.99047,1695.0351339999982,10.0,75.0,87.0,35
0.99048,1695.362912000001,10.0,75.0,87.0,35
0.99049,1695.7503333999991,10.0,75.0,87.0,35
0.9905,1697.3204400000418,10.0,75.0,87.0,35
0.99051,1697.7482366000077,10.0,75.0,87.0,35
0.99052,1698.3368599999947,10.0,75.0,87.0,35
0.99053,1698.7491980000002,10.0,75.0,87.0,35
0.99054,1700.352288799993,10.0,75.0,87.0,35
0.99055,1701.254559000005,11.0,75.0,87.0,34
0.99056,1702.019267200002,11.0,75.0,87.0,34
0.99057,1702.5525929999887,11.0,75.0,87.0,34
0.99058,1703.4846023999983,11.0,75.0,87.0,34
0.99059,1704.43,11.0,75.0,87.0,34
0.9906,1704.5486600000006,11.0,75.0,87.0,34
0.99061,1704.653641999998,11.0,75.0,87.0,34
0.99062,1705.4369388,11.0,75.0,87.0,34
0.99063,1705.97,11.0,75.0,87.0,34
0.99064,1706.6,11.0,75.0,87.0,34
0.99065,1707.2758680000074,11.0,75.0,87.0,34
0.99066,1708.8835544000005,11.0,75.0,87.0,34
0.99067,1709.3683148000005,11.0,75.0,87.0,34
0.99068,1709.5529503999978,11.0,75.0,87.0,34
0.99069,1709.63,11.0,75.0,87.0,34
0.9907,1710.4259980000022,11.0,75.0,87.0,34
0.99071,1711.16,11.0,75.0,87.0,34
0.99072,1712.432457600003,11.0,75.0,87.0,34
0.99073,1713.139654199999,11.0,75.0,87.0,34
0.99074,1714.58,11.0,75.0,87.0,34
0.99075,1714.8134400000006,11.0,75.0,87.0,34
0.99076,1715.7657623999974,11.0,75.78471999999601,87.0,34
0.99077,1716.5095879999978,11.0,76.0,87.0,34
0.99078,1717.2271468000088,11.0,76.0,87.0,34
0.99079,1718.2725205999914,11.0,76.0,87.0,34
0.9908,1719.9388799999986,11.0,76.0,87.0,34
0.99081,1720.3762952000077,11.0,76.0,87.0,34
0.99082,1721.2933852000244,11.0,76.0,87.0,34
0.99083,1722.3739082000006,11.0,76.0,87.0,34
0.99084,1722.77,11.0,76.0,87.0,34
0.99085,1724.4430550000038,11.0,76.0,87.0,34
0.99086,1724.7283687999984,11.0,76.0,87.0,34
0.99087,1726.645060400021,11.0,76.0,87.0,34
0.99088,1728.1435744000014,11.0,76.0,87.0,34
0.99089,1728.6051185999997,11.0,76.0,87.0,34
0.9909,1729.687383999991,11.0,76.0,87.0,34
0.99091,1731.62112339999,11.0,76.0,87.0,34
0.99092,1732.877518400005,11.0,76.0,87.0,34
0.99093,1733.0311894000117,11.0,76.0,87.0,34
0.99094,1734.0,11.0,76.0,87.0,34
0.99095,1734.05,11.0,76.0,87.0,34
0.99096,1734.750982399999,11.0,76.0,87.0,34
0.99097,1734.9261700000166,11.0,76.0,87.0,34
0.99098,1735.6823787999995,11.0,76.0,87.0,34
0.99099,1736.7394336000225,11.0,76.0,87.0,34
0.991,1737.0454799999884,11.0,76.0,87.0,34
0.99101,1739.3773043999995,11.0,76.0,87.0,34
0.99102,1739.6402752000001,11.0,76.0,87.0,34
0.99103,1739.8378331999997,11.0,76.0,87.0,34
0.99104,1741.8116832000023,11.0,77.0,87.0,34
0.99105,1741.97,11.0,77.0,87.0,34
0.99106,1742.2313188000003,11.0,77.0,87.0,34
0.99107,1742.3894454,11.0,77.0,87.0,34
0.99108,1744.45,11.0,77.0,87.0,34
0.99109,1745.552074200033,11.0,77.0,87.0,34
0.9911,1747.2529180000017,11.0,77.0,87.0,34
0.99111,1747.9390196,11.0,77.0,87.0,34
0.99112,1749.0020223999954,11.0,77.0,87.0,34
0.99113,1749.5423859999987,11.0,77.0,87.0,34
0.99114,1750.011865600003,11.0,77.0,87.0,34
0.99115,1751.07,11.0,77.0,87.0,34
0.99116,1751.2291375999985,11.0,77.0,87.0,34
0.99117,1752.2175787999934,11.0,77.0,87.0,34
0.99118,1754.1299399999743,11.0,77.0,87.0,34
0.99119,1754.916353200004,11.0,77.0,87.0,34
0.9912,1755.6509919999992,11.0,77.0,87.0,34
0.99121,1756.110734000015,11.0,77.0,87.0,34
0.99122,1756.63,11.0,77.0,87.0,34
0.99123,1758.8971058000036,11.0,77.0,87.0,34
0.99124,1759.51,11.0,77.0,87.0,34
0.99125,1760.6882499999995,11.0,77.0,87.0,34
0.99126,1760.8756576000014,11.0,77.0,87.0,34
0.99127,1761.7158007999767,11.0,77.0,87.0,34
0.99128,1763.367193600002,11.0,77.0,87.0,34
0.99129,1764.43,11.0,77.0,87.0,34
0.9913,1764.7697619999985,11.0,77.0,87.0,34
0.99131,1765.2426182000002,11.0,77.0,87.0,34
0.99132,1765.37,11.0,77.0,87.0,34
0.99133,1766.0898952000007,11.0,78.0,87.0,34
0.99134,1766.5406691999958,11.0,78.0,87.0,34
0.99135,1767.3494409999996,11.0,78.0,87.0,34
0.99136,1767.810323199987,11.0,78.0,87.0,34
0.99137,1768.8710384000024,11.0,78.0,87.0,34
0.99138,1769.7262615999998,11.0,78.0,87.0,34
0.99139,1769.78,11.0,78.0,87.0,34
0.9914,1769.9809280000022,11.0,78.0,87.0,34
0.99141,1770.5227708000036,11.0,78.0,87.0,34
0.99142,1771.2369232000003,11.0,78.0,87.0,34
0.99143,1772.451708199996,11.0,78.0,87.0,34
0.99144,1774.7244928000075,11.0,78.0,87.0,34
0.99145,1776.3373450000004,11.0,78.0,87.0,34
0.99146,1776.7112864000023,11.0,78.0,87.0,34
0.99147,1777.4120673999996,11.0,78.0,87.0,34
0.99148,1777.6225807999983,11.0,78.0,87.0,34
0.99149,1777.9399405999957,11.0,78.0,87.0,34
0.9915,1778.54,11.0,78.0,87.0,34
0.99151,1779.2393663999997,11.0,78.0,87.0,34
0.99152,1780.4573535999968,11.0,78.0,87.0,34
0.99153,1781.54,11.0,78.0,87.0,34
0.99154,1782.034746800001,11.0,78.0,87.0,34
0.99155,1782.7452830000004,11.0,78.0,87.0,34
0.99156,1783.9921976000107,11.0,78.0,87.0,34
0.99157,1784.8668863999983,11.0,78.0,87.0,34
0.99158,1786.4510628000005,11.0,78.0,87.0,34
0.99159,1787.21,11.0,78.0,87.0,34
0.9916,1788.9471679999447,11.0,78.0,87.0,34
0.99161,1789.4158419999994,11.0,78.0,87.0,34
0.99162,1789.6342164,11.0,78.0,87.0,34
0.99163,1789.7373944000003,11.0,78.0,87.0,34
0.99164,1790.2007896000007,11.0,78.94808000000194,87.0,34
0.99165,1791.0705649999998,11.0,79.0,87.0,34
0.99166,1791.8977031999814,11.0,79.0,87.0,34
0.99167,1793.7616418000007,11.0,79.0,87.0,34
0.99168,1794.5302400000085,11.0,79.0,87.0,34
0.99169,1795.5213285999996,11.0,79.0,87.0,34
0.9917,1796.79,11.0,79.0,87.0,34
0.99171,1797.6195309999978,11.0,79.0,87.0,34
0.99172,1797.7196120000203,11.0,79.0,87.0,34
0.99173,1798.27,11.0,79.0,87.0,34
0.99174,1799.965969599993,11.0,79.0,87.0,34
0.99175,1801.4654100000148,11.0,79.0,87.0,34
0.99176,1801.6618975999893,11.0,79.0,87.0,34
0.99177,1802.36,11.0,79.0,87.0,34
0.99178,1803.2015019999976,11.0,79.0,87.0,34
0.99179,1803.8248190000008,11.0,79.0,87.0,34
0.9918,1805.8294760000042,11.0,79.0,87.0,34
0.99181,1806.609463800004,11.0,79.0,87.0,34
0.99182,1807.2260456000001,11.0,79.0,87.0,34
0.99183,1807.3479703999985,11.0,79.0,87.0,34
0.99184,1808.3848576000396,11.0,79.0,87.0,34
0.99185,1809.548130000009,11.0,79.0,87.0,34
0.99186,1810.6547300000009,11.0,79.0,87.0,34
0.99187,1812.4321827999968,11.0,79.0,87.0,34
0.99188,1814.6324199999685,11.0,79.0,87.0,34
0.99189,1817.4987214000107,11.0,79.0,87.0,34
0.9919,1819.4629660000023,11.0,79.0,87.0,34
0.99191,1820.2782530000043,11.0,79.0,87.0,34
0.99192,1820.6431824000001,11.0,79.0,87.0,34
0.99193,1822.2693811999836,11.0,79.0,87.0,34
0.99194,1823.2614676000053,11.0,79.0,87.0,34
0.99195,1823.5030829999798,11.0,80.0,87.0,34
0.99196,1825.88,11.0,80.0,87.0,34
0.99197,1825.88,11.0,80.0,87.0,34
0.99198,1825.88,11.0,80.0,87.0,34
0.99199,1826.974896999973,11.0,80.0,87.0,34
0.992,1829.64,11.0,80.0,87.0,34
0.99201,1830.888015799997,11.0,80.0,87.0,34
0.99202,1831.9391848000064,11.0,80.0,87.0,34
0.99203,1832.730507800003,11.0,80.0,87.0,34
0.99204,1834.7015320000003,11.0,80.0,87.0,34
0.99205,1835.2160399999982,11.0,80.0,87.0,34
0.99206,1835.342224400012,11.0,80.0,87.0,34
0.99207,1836.7466539999982,11.0,80.0,87.0,34
0.99208,1837.19,11.0,80.0,87.0,34
0.99209,1837.4313682,11.0,80.0,87.0,34
0.9921,1838.4133719999995,11.0,80.0,87.0,34
0.99211,1839.5756457999707,11.0,80.0,87.0,34
0.99212,1840.99,11.0,80.0,87.0,34
0.99213,1841.7521402000007,11.0,80.0,87.0,34
0.99214,1843.4870871999983,11.0,80.0,87.0,34
0.99215,1844.2224270000083,11.0,80.0,87.0,34
0.99216,1844.5554208000003,11.0,80.0,87.0,34
0.99217,1844.7989874,11.0,80.0,87.0,34
0.99218,1846.1149915999777,11.0,80.0,87.0,34
0.99219,1847.2222806000034,11.0,80.0,87.0,34
0.9922,1848.0057919999865,11.0,80.0,87.0,34
0.99221,1848.8551620000005,11.0,80.0,87.0,34
0.99222,1849.6694908000002,11.0,80.0,87.0,34
0.99223,1850.8298151999945,11.0,80.0,87.0,34
0.99224,1852.3174128,11.0,80.0,87.0,34
0.99225,1852.5904949999979,11.0,81.0,87.0,34
0.99226,1852.788347600001,11.0,81.0,87.0,34
0.99227,1853.5637741999972,11.0,81.0,87.0,34
0.99228,1854.5594160000019,11.0,81.0,87.0,34
0.99229,1854.989018400009,11.0,81.0,87.0,34
0.9923,1855.9114459999907,11.0,81.0,87.0,34
0.99231,1856.5636448000184,11.0,81.0,87.0,34
0.99232,1857.1302303999983,11.0,81.0,87.0,34
0.99233,1858.1517456000088,11.0,81.0,87.0,33
0.99234,1859.0934800000093,11.0,81.0,87.0,33
0.99235,1861.0713060000032,11.0,81.0,87.0,33
0.99236,1862.715900799995,11.0,81.0,87.0,33
0.99237,1863.6265255999995,11.0,81.0,87.0,33
0.99238,1864.5600796000074,11.0,81.0,87.0,33
0.99239,1865.3637916,11.0,81.0,87.0,33
0.9924,1865.9707359999995,12.0,81.0,87.0,33
0.99241,1866.9198547999945,12.0,81.0,87.0,33
0.99242,1869.0477691999643,12.0,81.0,87.0,33
0.99243,1869.5122738000011,12.0,81.0,87.0,33
0.99244,1870.6898264000035,12.0,81.0,87.0,33
0.99245,1872.8241920000314,12.0,81.0,87.0,33
0.99246,1874.284314799997,12.0,81.0,87.0,33
0.99247,1875.155856399992,12.0,81.0,87.0,33
0.99248,1875.2775680000016,12.0,81.0,87.0,33
0.99249,1876.6,12.0,81.0,87.0,33
0.9925,1877.0376000000117,12.0,81.0,87.0,33
0.99251,1878.53,12.0,81.0,87.0,33
0.99252,1878.7023175999939,12.0,81.0,87.0,33
0.99253,1879.69,12.0,81.0,87.0,33
0.99254,1880.04,12.0,81.0,87.0,33
0.99255,1880.5974730000075,12.0,81.0,87.0,33
0.99256,1881.011220800002,12.0,81.0,87.0,33
0.99257,1881.4428261999992,12.0,81.0,87.0,33
0.99258,1882.3812815999636,12.0,81.0,87.0,33
0.99259,1883.2551491999952,12.0,81.0,87.0,33
0.9926,1883.592988000004,12.0,82.0,87.0,33
0.99261,1884.02,12.0,82.0,87.0,33
0.99262,1884.4587476000004,12.0,82.0,87.0,33
0.99263,1885.8520579999981,12.0,82.0,87.0,33
0.99264,1886.3822687999893,12.0,82.0,87.0,33
0.99265,1887.2273260000022,12.0,82.0,87.0,33
0.99266,1887.5959304000005,12.0,82.0,87.0,33
0.99267,1887.791350600005,12.0,82.0,87.0,33
0.99268,1888.9265767999968,12.0,82.0,87.0,33
0.99269,1890.5334237999853,12.0,82.0,87.0,33
0.9927,1891.81,12.0,82.0,87.0,33
0.99271,1893.1627955999998,12.0,82.0,87.0,33
0.99272,1893.64,12.0,82.0,87.0,33
0.99273,1895.4297147999791,12.0,82.0,87.0,33
0.99274,1896.1994787999959,12.0,82.0,87.0,33
0.99275,1896.701700000004,12.0,82.0,87.0,33
0.99276,1898.84,12.0,82.0,87.0,33
0.99277,1898.9645492000034,12.0,82.0,87.0,33
0.99278,1899.375651200004,12.0,82.0,87.0,33
0.99279,1899.8735575999879,12.0,82.0,87.0,33
0.9928,1901.3105279999988,12.0,82.0,87.0,33
0.99281,1902.9241329999952,12.0,82.74481999999261,87.0,33
0.99282,1903.7738592000212,12.0,83.0,87.0,33
0.99283,1905.1434016000012,12.0,83.0,87.0,33
0.99284,1905.855171199988,12.0,83.0,87.0,33
0.99285,1906.3,12.0,83.0,87.0,33
0.99286,1907.4861043999772,12.0,83.0,87.0,33
0.99287,1909.6526898000009,12.0,83.0,87.0,33
0.99288,1909.9546096000006,12.0,83.0,87.0,33
0.99289,1910.0555173999999,12.0,83.0,87.0,33
0.9929,1910.2921060000078,12.0,83.0,87.0,33
0.99291,1911.3096411999845,12.0,83.0,87.0,33
0.99292,1913.2540240000008,12.0,83.0,87.0,33
0.99293,1913.6106919999945,12.0,83.0,87.0,33
0.99294,1914.0716748000145,12.0,83.0,87.0,33
0.99295,1915.2748499999825,12.0,83.0,87.0,33
0.99296,1916.4270367999975,12.0,83.0,87.0,33
0.99297,1917.2316628000017,12.0,83.0,87.0,33
0.99298,1919.2407579999988,12.0,83.0,87.0,33
0.99299,1920.1717406000155,12.0,83.0,87.0,33
0.993,1922.410939999994,12.0,83.0,87.0,33
0.99301,1922.9531347999828,12.0,83.00921999994898,87.0,33
0.99302,1923.5963464,12.0,84.0,87.0,33
0.99303,1923.9089073999976,12.0,84.0,87.0,33
0.99304,1924.4836304000055,12.0,84.0,87.0,33
0.99305,1927.1412419999997,12.0,84.0,87.0,33
0.99306,1927.6839900000246,12.0,84.0,87.0,33
0.99307,1928.700780199998,12.0,84.0,87.0,33
0.99308,1931.7939463999867,12.0,84.0,87.0,33
0.99309,1933.348186400009,12.0,84.0,87.0,33
0.9931,1934.6953180000032,12.0,84.0,87.0,33
0.99311,1935.4071241999998,12.0,84.0,87.0,33
0.99312,1935.870438399998,12.0,84.0,87.0,33
0.99313,1937.35,12.0,84.0,87.0,33
0.99314,1937.6927832000051,12.0,84.0,87.0,33
0.99315,1938.7332120000024,12.0,84.0,87.0,33
0.99316,1939.4208839999983,12.0,84.0,87.0,33
0.99317,1942.4,12.0,84.0,87.0,33
0.99318,1942.8387719999882,12.0,84.0,87.0,33
0.99319,1943.9747180000006,12.0,84.0,87.0,33
0.9932,1944.720728,12.0,84.0,87.0,33
0.99321,1945.7385031999975,12.0,84.27361999999266,87.0,33
0.99322,1947.56,12.0,85.0,87.0,33
0.99323,1947.74,12.0,85.0,87.0,33
0.99324,1948.6889840000008,12.0,85.0,87.0,33
0.99325,1949.5189750000036,12.0,85.0,87.0,33
0.99326,1951.3925424000167,12.0,85.0,87.0,33
0.99327,1952.9370579999877,12.0,85.0,87.0,33
0.99328,1954.158230400006,12.0,85.0,87.0,33
0.99329,1955.2779380000027,12.0,85.0,87.0,33
0.9933,1956.0249819999995,12.0,85.0,87.0,33
0.99331,1957.224793600007,12.0,85.0,87.0,33
0.99332,1957.95,12.0,85.0,87.0,33
0.99333,1959.269292199973,12.0,85.0,87.0,33
0.99334,1959.9125931999995,12.0,85.0,87.0,33
0.99335,1962.0705009999972,12.0,85.0,87.0,33
0.99336,1963.6410416000024,12.0,85.0,87.0,33
0.99337,1964.1133654000037,12.0,85.0,87.0,33
0.99338,1965.3245079999995,12.0,85.0,87.0,33
0.99339,1966.592663399998,12.0,85.0,87.0,33
0.9934,1968.244195999988,12.0,85.0,87.0,33
0.99341,1970.6967430000782,12.0,85.0,87.0,33
0.99342,1973.087822800001,12.0,85.0,87.0,33
0.99343,1975.1251393999976,12.0,85.0,87.0,33
0.99344,1976.7698847999925,12.0,85.0,87.0,33
0.99345,1978.4349989999978,12.0,85.0,87.0,33
0.99346,1979.1401892000015,12.0,86.0,87.0,33
0.99347,1981.019791199998,12.0,86.0,87.0,33
0.99348,1981.8165568000056,12.0,86.0,87.0,33
0.99349,1982.8811627999796,12.0,86.0,87.0,33
0.9935,1984.0497800000035,12.0,86.0,87.0,33
0.99351,1985.2002132,12.0,86.0,87.0,33
0.99352,1985.27,12.0,86.0,87.0,33
0.99353,1985.7039332000008,12.0,86.0,87.0,33
0.99354,1986.9867904000007,12.0,86.0,87.0,33
0.99355,1987.6008690000028,12.0,86.0,87.0,33
0.99356,1988.5637687999997,12.0,86.0,87.0,33
0.99357,1989.5,12.0,86.0,87.0,33
0.99358,1991.7163800000062,12.0,86.0,87.0,33
0.99359,1993.046916600001,12.0,86.0,87.0,33
0.9936,1993.8562559999991,12.0,86.0,87.0,33
0.99361,1995.246371599993,12.0,86.0,87.0,33
0.99362,1996.0920095999911,12.0,86.0,87.0,33
0.99363,1997.64,12.0,86.0,87.0,33
0.99364,1999.1005151999882,12.0,86.0,87.0,33
0.99365,2000.3625350000234,12.0,86.0,87.0,33
0.99366,2001.741851999999,12.0,86.0,87.0,33
0.99367,2002.319252400003,12.0,86.0,87.0,33
0.99368,2003.1492239999845,12.0,86.0,87.0,33
0.99369,2003.7714355999994,12.0,86.90817999999854,87.0,32
0.9937,2004.6548479999974,12.0,87.0,87.0,32
0.99371,2005.2464257999914,12.0,87.0,87.0,32
0.99372,2006.963380000006,12.0,87.0,87.0,32
0.99373,2009.3751108000033,12.0,87.0,87.0,32
0.99374,2010.6167079999943,12.0,87.0,87.0,32
0.99375,2011.69,12.0,87.0,87.0,32
0.99376,2012.4054752000072,12.0,87.0,87.0,32
0.99377,2013.120176200003,12.0,87.0,87.0,32
0.99378,2014.329709199997,12.0,87.0,87.0,32
0.99379,2015.6966507999941,12.0,87.0,87.0,32
0.9938,2016.5785759999974,12.0,87.0,87.0,32
0.99381,2019.3266820000006,12.0,87.0,87.0,32
0.99382,2020.055158800001,13.0,87.0,87.0,32
0.99383,2021.6511911999994,13.0,87.0,87.0,32
0.99384,2023.2561088000261,13.0,87.0,87.0,32
0.99385,2023.9499250000026,13.0,87.0,87.0,32
0.99386,2026.3770796000094,13.0,87.0,87.0,32
0.99387,2030.0827575999976,13.0,87.0,87.0,32
0.99388,2030.6846208000056,13.0,87.0,87.0,32
0.99389,2031.0843058000132,13.0,87.0,87.0,32
0.9939,2032.77,13.0,87.0,87.0,32
0.99391,2034.7409612,13.0,87.0,87.0,32
0.99392,2036.398646399991,13.0,87.96223999999347,87.0,32
0.99393,2036.7202605999855,13.0,88.0,87.0,32
0.99394,2038.940491200008,13.0,88.0,87.0,32
0.99395,2039.8103800000006,13.0,88.0,87.0,32
0.99396,2040.9712095999998,13.0,88.0,87.0,32
0.99397,2041.2437044000126,13.0,88.0,87.0,32
0.99398,2042.4720395999932,13.0,88.0,87.0,32
0.99399,2043.159720800002,13.0,88.0,87.0,32
0.994,2043.7076800000075,13.0,88.0,87.0,32
0.99401,2044.2923611999968,13.0,88.0,87.0,32
0.99402,2045.6244400000153,13.0,88.0,87.0,32
0.99403,2047.1945235999906,13.0,88.0,87.0,32
0.99404,2049.072967199995,13.0,88.0,87.0,32
0.99405,2049.2553639999996,13.0,88.0,87.0,32
0.99406,2050.56602600001,13.0,88.0,87.0,32
0.99407,2052.7868022000107,13.0,88.0,87.0,32
0.99408,2054.690816000002,13.0,88.0,87.0,32
0.99409,2056.6260523999995,13.0,88.0,87.0,32
0.9941,2060.743397999984,13.0,88.0,87.0,32
0.99411,2061.607439400001,13.0,88.0,87.0,32
0.99412,2064.0,13.0,88.22664000003715,87.0,32
0.99413,2064.2263496000005,13.0,89.0,87.0,32
0.99414,2065.5440707999974,13.0,89.0,87.0,32
0.99415,2066.9426569999437,13.0,89.0,87.0,32
0.99416,2068.611568000036,13.0,89.0,87.0,32
0.99417,2070.115345400003,13.0,89.0,87.0,32
0.99418,2071.0289535999996,13.0,89.0,87.0,32
0.99419,2074.31,13.0,89.0,87.0,32
0.9942,2075.2994959999914,13.0,89.0,87.0,32
0.99421,2076.7955614000107,13.0,89.0,87.0,32
0.99422,2078.8848288,13.0,89.0,87.0,32
0.99423,2080.3294282000343,13.0,89.0,87.0,32
0.99424,2082.690086400002,13.0,89.0,87.0,32
0.99425,2083.4974649999867,13.0,89.0,87.0,32
